ID_REF	VALUE	ABS_CALL	DETECTION P-VALUE
201098_at	11179.39	P	0.000244141
201099_at	1062.013	P	0.000244141
201100_s_at	3375.46	P	0.00292969
201101_s_at	1959.988	P	0.00292969
201102_s_at	1039.777	P	0.000732422
201103_x_at	6688.807	P	0.000244141
201104_x_at	2418.12	P	0.00585938
201105_at	12911.71	P	0.0012207
201106_at	7349.167	P	0.00195313
201107_s_at	6.180387	A	0.99585
201108_s_at	22.1056	A	0.366211
201109_s_at	9.422046	A	0.780518
201110_s_at	41.86211	A	0.466064
201111_at	1196.487	P	0.000244141
201112_s_at	4243.009	P	0.000244141
201113_at	3796.325	P	0.000732422
201114_x_at	5862.526	P	0.0185547
201115_at	1059.328	P	0.00805664
201116_s_at	20.06069	A	0.888428
201117_s_at	20.47372	A	0.780518
201118_at	1547.359	P	0.00415039
201119_s_at	8057.532	P	0.000732422
201120_s_at	282.5881	P	0.0239258
201121_s_at	2907.152	P	0.00805664
201122_x_at	672.8195	P	0.0375977
201123_s_at	274.0815	P	0.000244141
201124_at	22.64729	A	0.398926
201125_s_at	225.9203	P	0.0461426
201126_s_at	3404.894	P	0.0012207
201127_s_at	489.2187	P	0.00805664
201128_s_at	3493.15	P	0.000244141
201129_at	4056.151	P	0.000244141
201130_s_at	6.661295	A	0.80542
201131_s_at	46.24401	A	0.246094
201132_at	2985.845	P	0.000244141
201133_s_at	5841.559	P	0.000244141
201134_x_at	35528.43	P	0.000244141
201135_at	1834.597	P	0.000244141
201136_at	4251.123	P	0.000244141
201137_s_at	265.038	M	0.0561523
201138_s_at	1993.764	P	0.000732422
201139_s_at	2717.937	P	0.000244141
201140_s_at	371.9311	P	0.00585938
201141_at	2274.35	P	0.000244141
201142_at	2452.022	P	0.000244141
201143_s_at	1334.435	P	0.000244141
201144_s_at	4994.408	P	0.000244141
201145_at	6895.391	P	0.000244141
201146_at	9278.288	P	0.000244141
201147_s_at	4.638857	A	0.976074
201148_s_at	74.65695	A	0.72583
201149_s_at	66.20361	A	0.466064
201150_s_at	63.28981	A	0.27417
201151_s_at	1752.745	P	0.000732422
201152_s_at	9702.206	P	0.000244141
201153_s_at	10264.29	P	0.000732422
201154_x_at	63935.69	P	0.000244141
201155_s_at	816.3104	P	0.0239258
201156_s_at	799.7765	P	0.0012207
201157_s_at	2238.513	P	0.000244141
201158_at	483.2818	P	0.00415039
201159_s_at	25.55609	A	0.696289
201160_s_at	249.1806	P	0.000244141
201161_s_at	10.72491	A	0.976074
201162_at	31.48651	A	0.919434
201163_s_at	121.7733	P	0.0185547
201164_s_at	1781.5	P	0.00415039
201165_s_at	1508.205	P	0.00805664
201166_s_at	4394.031	P	0.000244141
201167_x_at	531.1747	P	0.0302734
201168_x_at	2124.421	P	0.00292969
201169_s_at	12.19078	A	0.665527
201170_s_at	161.0616	A	0.067627
201171_at	1782.268	P	0.000244141
201172_x_at	28029.47	P	0.000244141
201173_x_at	1493.707	P	0.00585938
201174_s_at	3430.722	P	0.000244141
201175_at	6239.998	P	0.000244141
201176_s_at	5822.803	P	0.000244141
201177_s_at	4931.762	P	0.000244141
201178_at	3167.736	P	0.000732422
201179_s_at	556.1431	A	0.111572
201180_s_at	3242.918	P	0.000244141
201181_at	453.755	P	0.00585938
201182_s_at	455.1327	P	0.00292969
201183_s_at	598.9464	P	0.00585938
201184_s_at	1336.694	A	0.0952148
201185_at	71.44412	A	0.533936
201186_at	1824.589	P	0.0012207
201187_s_at	27.10925	A	0.5
201188_s_at	288.1264	A	0.432373
201189_s_at	1632.746	P	0.00195313
201190_s_at	1379.102	P	0.00195313
201191_at	535.2019	A	0.246094
201192_s_at	1001.187	P	0.000244141
201193_at	1911.245	P	0.0012207
201194_at	2609.534	P	0.000244141
201195_s_at	379.7758	A	0.149658
201196_s_at	1965.574	P	0.000244141
201197_at	1773.328	P	0.000244141
201198_s_at	2833.737	P	0.000244141
201199_s_at	3128.305	P	0.00805664
201200_at	3515.273	P	0.000244141
201201_at	7817.573	P	0.000732422
201202_at	3307.787	P	0.000244141
201203_s_at	548.7632	A	0.0805664
201204_s_at	6649.158	P	0.000244141
201205_at	495.0303	P	0.0012207
201206_s_at	2474.756	P	0.00195313
201207_at	447.4019	P	0.00195313
201208_s_at	123.0555	A	0.27417
201209_at	3312.146	P	0.000244141
201210_at	11232.45	P	0.000244141
201211_s_at	268.3633	A	0.111572
201212_at	204.271	A	0.533936
201213_at	135.9075	A	0.398926
201214_s_at	2180.198	P	0.000244141
201215_at	43.03086	A	0.27417
201216_at	6097.321	P	0.000244141
201217_x_at	77583.74	P	0.000244141
201218_at	61.83624	A	0.111572
201219_at	117.2228	P	0.0375977
201220_x_at	487.821	P	0.00805664
201221_s_at	1603.926	P	0.00415039
201222_s_at	5882.234	P	0.000244141
201223_s_at	5085.458	P	0.000244141
201224_s_at	658.7278	A	0.0952148
201225_s_at	5587.536	P	0.000244141
201226_at	3632.628	P	0.00195313
201227_s_at	7270.454	P	0.000244141
201228_s_at	120.3336	P	0.0375977
201229_s_at	535.692	P	0.00195313
201230_s_at	478.2597	P	0.000732422
201231_s_at	4696.999	P	0.000244141
201232_s_at	1304.179	P	0.00292969
201233_at	868.3519	P	0.0012207
201234_at	1025.978	P	0.00805664
201235_s_at	1435.525	P	0.00805664
201236_s_at	17919.03	P	0.000244141
201237_at	2204.484	P	0.000244141
201238_s_at	5406.673	P	0.000244141
201239_s_at	43928.89	P	0.000244141
201240_s_at	53386.34	P	0.000244141
201241_at	3727.031	P	0.000244141
201242_s_at	35.46196	A	0.19458
201243_s_at	69.57252	A	0.398926
201244_s_at	2010.178	P	0.00292969
201245_s_at	2709.802	P	0.000244141
201246_s_at	160.5916	A	0.219482
201247_at	879.498	P	0.0375977
201248_s_at	594.1178	P	0.0239258
201249_at	76.44789	A	0.19458
201250_s_at	539.5459	P	0.00415039
201251_at	1422.093	P	0.0375977
201252_at	2016.268	P	0.000732422
201253_s_at	4139.147	P	0.00195313
201254_x_at	82291.31	P	0.000732422
201255_x_at	1773.634	P	0.00415039
201256_at	5106.592	P	0.000244141
201257_x_at	92124.55	P	0.000244141
201258_at	56175.34	P	0.000244141
201259_s_at	476.2249	P	0.000732422
201260_s_at	764.684	P	0.00195313
201261_x_at	137.4506	A	0.171387
201262_s_at	163.7438	A	0.246094
201263_at	5898.292	P	0.000244141
201264_at	2110.125	P	0.00195313
201265_at	11.37711	A	0.633789
201266_at	2323.833	P	0.00585938
201267_s_at	3327.719	P	0.000244141
201268_at	10244.3	P	0.000244141
201269_s_at	118.8649	A	0.129639
201270_x_at	865.8602	A	0.0805664
201271_s_at	2068.515	P	0.000244141
201272_at	2024.474	P	0.000244141
201273_s_at	17621.66	P	0.000244141
201274_at	2803.445	P	0.0012207
201275_at	1779.174	P	0.000732422
201276_at	1207.951	P	0.0107422
201277_s_at	6480.547	P	0.000244141
201278_at	158.3185	P	0.00805664
201279_s_at	126.3666	A	0.219482
201280_s_at	79.03058	A	0.129639
201281_at	1597.582	P	0.00292969
201282_at	295.1192	A	0.171387
201283_s_at	11.26232	A	0.828613
201284_s_at	1739.816	P	0.000244141
201285_at	1874.676	P	0.000244141
201286_at	16868.43	P	0.000244141
201287_s_at	17700.13	P	0.000244141
201288_at	7481.008	P	0.000732422
201289_at	116.9813	A	0.27417
201290_at	16884.38	P	0.000244141
201291_s_at	407.2533	P	0.00585938
201292_at	289.8034	P	0.0141602
201293_x_at	29368.18	P	0.000244141
201294_s_at	336.1194	P	0.0141602
201295_s_at	215.9429	P	0.000732422
201296_s_at	2322.911	P	0.000244141
201297_s_at	898.646	P	0.000732422
201298_s_at	2719.96	P	0.000244141
201299_s_at	453.375	P	0.000244141
201300_s_at	2196.146	P	0.000244141
201301_s_at	894.7393	P	0.000244141
201302_at	796.7507	P	0.000244141
201303_at	1421.279	P	0.000732422
201304_at	7863.556	P	0.000244141
201305_x_at	13291.67	P	0.000244141
201306_s_at	23843.22	P	0.000244141
201307_at	1034.378	P	0.00195313
201308_s_at	65.45794	A	0.398926
201309_x_at	127.2663	A	0.149658
201310_s_at	217.4165	P	0.0239258
201311_s_at	4330.388	P	0.0141602
201312_s_at	7220.261	P	0.000244141
201313_at	905.195	P	0.00415039
201314_at	318.0946	P	0.00585938
201315_x_at	7990.657	P	0.000732422
201316_at	2261.496	P	0.000244141
201317_s_at	16483.7	P	0.000244141
201318_s_at	10472.53	P	0.000244141
201319_at	6699.073	P	0.000244141
201320_at	497.7393	A	0.129639
201321_s_at	1062.172	P	0.000244141
201322_at	10419.98	P	0.000244141
201323_at	1325.261	P	0.000244141
201324_at	6.960392	A	0.850342
201325_s_at	41.03872	A	0.398926
201326_at	1668.265	P	0.000244141
201327_s_at	3164.39	P	0.000244141
201328_at	24.60222	A	0.5927734
201329_s_at	24.0405	A	0.665527
201330_at	1612.724	P	0.0185547
201331_s_at	1345.073	P	0.000244141
201332_s_at	12.15797	A	0.919434
201333_s_at	332.7026	P	0.0375977
201334_s_at	4742.405	P	0.000244141
201335_s_at	168.2375	P	0.0141602
201336_at	5173.408	P	0.00195313
201337_s_at	755.1663	P	0.000732422
201338_x_at	9245.979	P	0.000244141
201339_s_at	3704.404	P	0.000244141
201340_s_at	11.80842	A	0.80542
201341_at	268.4019	A	0.129639
201342_at	1672.397	P	0.0107422
201343_at	4688.146	P	0.000244141
201344_at	538.7175	P	0.000732422
201345_s_at	8327.874	P	0.000244141
201346_at	658.9673	A	0.111572
201347_x_at	3178.625	P	0.000244141
201348_at	235.1442	P	0.0185547
201349_at	4702.591	P	0.00805664
201350_at	978.3829	P	0.0107422
201351_s_at	4487.39	P	0.000244141
201352_at	4533.316	P	0.000244141
201353_s_at	826.9116	P	0.00292969
201354_s_at	596.6676	P	0.0461426
201355_s_at	480.6484	P	0.0461426
201356_at	2098.806	P	0.001953125
201357_s_at	461.8013	P	0.00292969
201358_s_at	23536.22	P	0.000244141
201359_at	9609	P	0.000732422
201360_at	2995.388	P	0.000244141
201361_at	1857.579	P	0.000732422
201362_at	784.4539	P	0.000244141
201363_s_at	719.6805	P	0.000244141
201364_s_at	816.1245	P	0.0375977
201365_at	533.6516	A	0.149658
201366_at	5632.694	P	0.000244141
201367_s_at	394.1553	P	0.0141602
201368_at	10333.83	P	0.000244141
201369_s_at	431.8108	P	0.0239258
201370_s_at	573.7635	P	0.000732422
201371_s_at	5478.566	P	0.000244141
201372_s_at	109.2341	A	0.398926
201373_at	371.7906	P	0.0461426
201374_x_at	13.35152	A	0.633789
201375_s_at	4894.109	P	0.000244141
201376_s_at	867.5879	P	0.00415039
201377_at	840.2756	P	0.000244141
201378_s_at	1156.22	P	0.0375977
201379_s_at	783.8857	A	0.067627
201380_at	1436.128	P	0.000244141
201381_x_at	3506.125	P	0.000244141
201382_at	208.0872	P	0.0185547
201383_s_at	827.3254	P	0.00195313
201384_s_at	3211.518	P	0.000732422
201385_at	10335.28	P	0.00195313
201386_s_at	2550.015	P	0.000244141
201387_s_at	470.4015	M	0.0561523
201388_at	877.6509	P	0.00415039
201389_at	258.85	A	0.19458
201390_s_at	4046.932	P	0.000244141
201391_at	868.1243	M	0.0561523
201392_s_at	317.3363	P	0.00805664
201393_s_at	2872.321	P	0.000244141
201394_s_at	1289.072	P	0.00195313
201395_at	3819.67	P	0.00292969
201396_s_at	443.6858	A	0.0952148
201397_at	513.165	M	0.0561523
201398_s_at	33754.66	P	0.000244141
201399_s_at	9947.415	P	0.000732422
201400_at	7927.27	P	0.000244141
201401_s_at	557.76	P	0.0012207
201402_at	166.3085	A	0.303711
201403_s_at	4027.898	P	0.0107422
201404_x_at	999.6604	P	0.000732422
201405_s_at	2863.842	P	0.000244141
201406_at	83355.29	P	0.000244141
201407_s_at	1356.507	P	0.000732422
201408_at	1087.824	P	0.00195313
201409_s_at	1575.819	P	0.000244141
201410_at	1179.444	P	0.000244141
201411_s_at	323.2949	P	0.00585938
201412_at	4700.4	P	0.000244141
201413_at	6659.614	P	0.000244141
201414_s_at	1154.635	P	0.000244141
201415_at	924.8771	P	0.00585938
201416_at	78.63661	A	0.149658
201417_at	195.3964	P	0.0461426
201418_s_at	50.49537	A	0.633789
201419_at	863.4827	P	0.0239258
201420_s_at	477.2134	A	0.0805664
201421_s_at	1089.068	P	0.0185547
201422_at	3162.027	P	0.000244141
201423_s_at	341.8282	P	0.0012207
201424_s_at	1266.633	P	0.000732422
201425_at	1506.172	P	0.0012207
201426_s_at	28372.6	P	0.000244141
201427_s_at	3183.432	P	0.000244141
201428_at	16.37162	A	0.753906
201429_s_at	84633.02	P	0.000244141
201430_s_at	19.50388	A	0.780518
201431_s_at	43.72459	A	0.19458
201432_at	4512.827	P	0.000244141
201433_s_at	2710.702	P	0.000244141
201434_at	2647.493	P	0.000732422
201435_s_at	1761.285	P	0.000244141
201436_at	606.0364	P	0.000732422
201437_s_at	2377.321	P	0.000244141
201438_at	10.69425	A	0.828613
201439_at	439.6091	P	0.00585938
201440_at	1059.277	A	0.0952148
201441_at	10304.37	P	0.000244141
201442_s_at	82.55029	P	0.0375977
201443_s_at	4444.243	P	0.000244141
201444_s_at	2010.327	P	0.00195313
201445_at	286.3172	P	0.0375977
201446_s_at	2263.485	P	0.00292969
201447_at	1414.851	P	0.00292969
201448_at	3054.02	P	0.000244141
201449_at	1234.246	P	0.000244141
201450_s_at	2572.127	P	0.000244141
201451_x_at	133.0059	A	0.149658
201452_at	80.4897	A	0.111572
201453_x_at	10379.48	P	0.000244141
201454_s_at	1961.008	P	0.0012207
201455_s_at	693.9506	P	0.000732422
201456_s_at	2133.223	P	0.000244141
201457_x_at	8716.304	P	0.000244141
201458_s_at	6481.327	P	0.000244141
201459_at	1362.053	P	0.000244141
201460_at	3185.838	P	0.000732422
201461_s_at	1170.637	P	0.00195313
201462_at	1248.339	P	0.000244141
201463_s_at	4747.066	P	0.000244141
201464_x_at	40236.77	P	0.0141602
201465_s_at	3515.469	P	0.00585938
201466_s_at	19013.93	P	0.000244141
201467_s_at	8.504645	A	0.828613
201468_s_at	120.3796	A	0.111572
201469_s_at	209.7676	P	0.0461426
201470_at	3783.081	P	0.000244141
201471_s_at	4711.069	P	0.000732422
201472_at	9879.12	P	0.000244141
201473_at	4804.437	P	0.000244141
201474_s_at	358.3421	A	0.303711
201475_x_at	3191.89	P	0.000244141
201476_s_at	474.1595	P	0.000244141
201477_s_at	1867.609	P	0.000244141
201478_s_at	2419.511	P	0.00585938
201479_at	4632.225	P	0.000244141
201480_s_at	1408.326	P	0.0012207
201481_s_at	54.69932	A	0.533936
201482_at	399.866	A	0.19458
201483_s_at	2314.867	P	0.000244141
201484_at	986.5161	P	0.00415039
201485_s_at	2384.97	P	0.00195313
201486_at	6278.34	P	0.00195313
201487_at	4132.048	P	0.000244141
201488_x_at	4833.076	P	0.00195313
201489_at	2071.732	P	0.000732422
201490_s_at	900.588	P	0.00292969
201491_at	1852.314	P	0.00415039
201492_s_at	88228.69	P	0.000244141
201493_s_at	2392.085	P	0.000732422
201494_at	5912.231	P	0.000732422
201495_x_at	16.77802	A	0.919434
201496_x_at	53.57594	A	0.398926
201497_x_at	45.12781	A	0.696289
201498_at	3769.735	P	0.000244141
201499_s_at	3349.84	P	0.00292969
201500_s_at	5729.26	P	0.00415039
201501_s_at	3079.98	P	0.000244141
201502_s_at	11049.13	P	0.000244141
201503_at	6920.968	P	0.000244141
201504_s_at	521.0557	P	0.0012207
201505_at	12.06822	A	0.5241699
201506_at	52.5757	A	0.303711
201507_at	1005.318	P	0.000244141
201508_at	30.26184	A	0.567627
201509_at	712.668	P	0.00415039
201510_at	132.5994	A	0.219482
201511_at	1027.229	A	0.0952148
201512_s_at	1442.676	P	0.000732422
201513_at	600.3292	P	0.000732422
201514_s_at	817.7014	A	0.0952148
201515_s_at	3556.325	P	0.000244141
201516_at	1568.264	P	0.0185547
201517_at	3310.511	P	0.000732422
201518_at	1725.241	P	0.000244141
201519_at	2501.756	P	0.000244141
201520_s_at	3147.46	P	0.000244141
201521_s_at	446.4737	P	0.0302734
201522_x_at	12381.99	P	0.000244141
201523_x_at	3953.584	P	0.000244141
201524_x_at	8396.905	P	0.000732422
201525_at	75.62476	A	0.27417
201526_at	640.3378	A	0.19458
201527_at	2951.447	P	0.0012207
201528_at	2095.52	P	0.000244141
201529_s_at	974.1483	P	0.000244141
201530_x_at	15824.98	P	0.00292969
201531_at	13438.91	P	0.0012207
201532_at	9928.659	P	0.00195313
201533_at	1741.16	P	0.000244141
201534_s_at	3312.098	P	0.000732422
201535_at	1416.125	P	0.000244141
201536_at	321.4256	A	0.07714844
201537_s_at	62.69231	A	0.533936
201538_s_at	7.047242	A	0.4567871
201539_s_at	487.6603	P	0.00195313
201540_at	9067.143	P	0.000244141
201541_s_at	1466.147	P	0.00585938
201542_at	2301.064	P	0.000732422
201543_s_at	2012.98	P	0.000732422
201544_x_at	4974.141	P	0.000244141
201545_s_at	439.9637	P	0.00585938
201546_at	3001.665	P	0.000732422
201547_at	94.30023	A	0.303711
201548_s_at	335.54	P	0.000244141
201549_x_at	482.39	P	0.000244141
201550_x_at	50648.25	P	0.000244141
201551_s_at	276.8546	P	0.0239258
201552_at	1485.531	P	0.000732422
201553_s_at	6784.473	P	0.000244141
201554_x_at	10698.63	P	0.000244141
201555_at	560.6965	P	0.00805664
201556_s_at	718.1711	P	0.00195313
201557_at	511.4621	P	0.0302734
201558_at	660.2835	P	0.000732422
201559_s_at	788.5705	P	0.0239258
201560_at	9628.291	P	0.000244141
201561_s_at	2038.336	P	0.00195313
201562_s_at	158.6494	A	0.27417
201563_at	319.7883	P	0.000244141
201564_s_at	28.12398	A	0.828613
201565_s_at	2291.306	P	0.00415039
201566_x_at	344.0336	P	0.00195313
201567_s_at	2456.538	P	0.000244141
201568_at	14332	P	0.000244141
201569_s_at	983.1	P	0.0012207
201570_at	1241.396	P	0.000732422
201571_s_at	2104.46	P	0.000244141
201572_x_at	2200.803	P	0.000244141
201573_s_at	1795.665	P	0.000244141
201574_at	3305.47	P	0.000732422
201575_at	3568.837	P	0.000244141
201576_s_at	3123.949	P	0.000732422
201577_at	5222.291	P	0.000244141
201578_at	19.26156	A	0.601074
201579_at	75.37517	A	0.111572
201580_s_at	778.3335	P	0.000732422
201581_at	1455.106	P	0.000244141
201582_at	2175.744	P	0.000244141
201583_s_at	3423.839	P	0.000244141
201584_s_at	4824.796	P	0.000244141
201585_s_at	1605.138	P	0.00195313
201586_s_at	4305.368	P	0.000244141
201587_s_at	11208.99	P	0.000244141
201588_at	12472.14	P	0.000732422
201589_at	2679.755	P	0.000244141
201590_x_at	11478.59	P	0.000244141
201591_s_at	2065.062	P	0.000244141
201592_at	11188.26	P	0.000244141
201593_s_at	3937.346	P	0.000244141
201594_s_at	1178.248	P	0.000732422
201595_s_at	6089.728	P	0.000244141
201596_x_at	74.82608	A	0.633789
201597_at	26816.79	P	0.000244141
201598_s_at	466.999	P	0.0239258
201599_at	3425.435	P	0.000732422
201600_at	14069.5	P	0.000244141
201601_x_at	41995.6	P	0.000244141
201602_s_at	677.6804	P	0.00585938
201603_at	2451.384	P	0.000244141
201604_s_at	777.6137	P	0.000732422
201605_x_at	2063.815	P	0.00805664
201606_s_at	3222.142	P	0.000244141
201607_at	800.1791	P	0.00292969
201608_s_at	1389.644	P	0.000244141
201609_x_at	913.7762	P	0.00805664
201610_at	6.823981	A	0.8710938
201611_s_at	831.4868	P	0.000732422
201612_at	5915.637	P	0.000732422
201613_s_at	501.3429	P	0.00195313
201614_s_at	673.4807	P	0.00805664
201615_x_at	89.43048	A	0.366211
201616_s_at	10.19746	A	0.828613
201617_x_at	18.31059	A	0.2961426
201618_x_at	987.0275	P	0.00805664
201619_at	1679.542	P	0.000732422
201620_at	1020.162	P	0.000244141
201621_at	24.88827	A	0.98584
201622_at	4347.555	P	0.00805664
201623_s_at	10396.11	P	0.000244141
201624_at	1523.839	P	0.000732422
201625_s_at	345.6616	P	0.0185547
201626_at	1504.341	P	0.000244141
201627_s_at	591.7001	P	0.00292969
201628_s_at	5223.948	P	0.000244141
201629_s_at	1510.75	P	0.0107422
201630_s_at	3640.462	P	0.000244141
201631_s_at	111.5313	A	0.466064
201632_at	2326.261	P	0.000244141
201633_s_at	450.1072	P	0.00415039
201634_s_at	510.1171	P	0.000244141
201635_s_at	2312.43	P	0.000244141
201636_at	1939.356	P	0.000244141
201637_s_at	5238.814	P	0.000244141
201638_s_at	197.3046	A	0.0805664
201639_s_at	753.9747	P	0.0239258
201640_x_at	861.1063	P	0.0141602
201641_at	7564.226	P	0.000732422
201642_at	5456.148	P	0.00292969
201643_x_at	2251.647	P	0.0107422
201644_at	726.2123	A	0.171387
201645_at	19.66549	A	0.696289
201646_at	1171.902	P	0.000244141
201647_s_at	461.7345	P	0.00195313
201648_at	6217.307	P	0.000244141
201649_at	11436.79	P	0.000244141
201650_at	4.72243	A	0.999268
201651_s_at	828.184	P	0.000732422
201652_at	4831.773	P	0.000732422
201653_at	12421.34	P	0.000244141
201654_s_at	6.787416	A	0.850342
201655_s_at	42.68246	A	0.432373
201656_at	1257.973	P	0.00195313
201657_at	1735.511	P	0.000244141
201658_at	2558.094	P	0.0012207
201659_s_at	3790.849	P	0.000244141
201660_at	595.7924	P	0.000244141
201661_s_at	860.7725	P	0.000244141
201662_s_at	1078.115	P	0.000244141
201663_s_at	1127.81	P	0.000244141
201664_at	3427.777	P	0.000244141
201665_x_at	66466.88	P	0.000244141
201666_at	12662.38	P	0.000244141
201667_at	138.8737	P	0.0107422
201668_x_at	325.6529	P	0.0185547
201669_s_at	7309.772	P	0.000244141
201670_s_at	1293.573	P	0.000732422
201671_x_at	2257.646	P	0.00195313
201672_s_at	6525.158	P	0.000244141
201673_s_at	942.194	P	0.00195313
201674_s_at	426.7088	M	0.0561523
201675_at	1080.418	P	0.0107422
201676_x_at	14698.47	P	0.000244141
201677_at	504.7903	P	0.00195313
201678_s_at	3395.139	P	0.000244141
201679_at	74.00601	A	0.398926
201680_x_at	1804.048	P	0.000732422
201681_s_at	145.8284	P	0.0461426
201682_at	6232.198	P	0.000244141
201683_x_at	875.3782	P	0.00195313
201684_s_at	944.9837	P	0.0107422
201685_s_at	798.8827	P	0.000244141
201686_x_at	618.2205	P	0.00292969
201687_s_at	3829.542	P	0.000244141
201688_s_at	6649.901	P	0.000244141
201689_s_at	16285.7	P	0.000244141
201690_s_at	23805.14	P	0.000244141
201691_s_at	1329.587	P	0.000244141
201692_at	1373.62	P	0.00805664
201693_s_at	6206.733	P	0.000732422
201694_s_at	25363.31	P	0.000244141
201695_s_at	1899.213	P	0.000244141
201696_at	2930.885	P	0.00415039
201697_s_at	931.1696	P	0.0107422
201698_s_at	2627.763	P	0.000244141
201699_at	8820.21	P	0.000244141
201700_at	1932.183	P	0.000244141
201701_s_at	2358.754	P	0.000244141
201702_s_at	374.3705	M	0.0561523
201703_s_at	652.3054	P	0.0239258
201704_at	1703.32	P	0.00805664
201705_at	2708.984	P	0.00415039
201706_s_at	753.5342	P	0.0461426
201707_at	946.0938	P	0.00415039
201708_s_at	464.1626	P	0.00805664
201709_s_at	1052.61	P	0.0375977
201710_at	18.6108	A	0.633789
201711_x_at	1532.809	P	0.000244141
201712_s_at	1726.941	P	0.000244141
201713_s_at	7318.964	P	0.000244141
201714_at	1465.949	P	0.000732422
201715_s_at	220.0426	P	0.00195313
201716_at	1748.61	P	0.00292969
201717_at	2771.042	P	0.00195313
201718_s_at	63.01362	A	0.533936
201719_s_at	221.5951	P	0.00805664
201720_s_at	2555.87	P	0.00805664
201721_s_at	8282.806	P	0.000244141
201722_s_at	1348.645	P	0.000732422
201723_s_at	1125.25	P	0.000244141
201724_s_at	799.561	P	0.000244141
201725_at	1610.561	P	0.000732422
201726_at	4033.021	P	0.000244141
201727_s_at	428.1992	P	0.00585938
201728_s_at	475.9644	M	0.0561523
201729_s_at	1132.794	P	0.00415039
201730_s_at	3410.117	P	0.000244141
201731_s_at	2466.474	P	0.00415039
201732_s_at	510.6493	P	0.0141602
201733_at	335.6692	M	0.0561523
201734_at	2804.615	P	0.000244141
201735_s_at	1490.676	P	0.000732422
201736_s_at	3900.055	P	0.000244141
201737_s_at	2196.593	P	0.000244141
201738_at	6921.353	P	0.000244141
201739_at	5054.611	P	0.000244141
201740_at	4017.283	P	0.000732422
201741_x_at	127.067	A	0.5
201742_x_at	1900.114	P	0.000244141
201743_at	100.2243	A	0.567627
201744_s_at	48.42994	P	0.0185547
201745_at	4157.528	P	0.000244141
201746_at	506.8019	P	0.0239258
201747_s_at	128.8499	A	0.0805664
201748_s_at	768.7615	P	0.0107422
